Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
26/04/20,5:00 PM,Telengana,-,-,280,26,991
26/04/20,5:00 PM,Tripura,-,-,2,0,2
26/04/20,5:00 PM,Uttarakhand,-,-,26,0,50
26/04/20,5:00 PM,Uttar Pradesh,-,-,289,29,1843
26/04/20,5:00 PM,West Bengal,-,-,105,18,611
27/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
27/04/20,5:00 PM,Andhra Pradesh,-,-,235,31,1177
27/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
27/04/20,5:00 PM,Assam,-,-,27,1,36
27/04/20,5:00 PM,Bihar,-,-,56,2,277
27/04/20,5:00 PM,Chandigarh,-,-,17,0,30
27/04/20,5:00 PM,Chhattisgarh,-,-,32,0,37
27/04/20,5:00 PM,Delhi,-,-,877,54,2918
27/04/20,5:00 PM,Goa,-,-,7,0,7
27/04/20,5:00 PM,Gujarat,-,-,313,151,3301
27/04/20,5:00 PM,Haryana,-,-,176,3,289
27/04/20,5:00 PM,Himachal Pradesh,-,-,22,1,40
27/04/20,5:00 PM,Jammu and Kashmir,-,-,137,6,523
27/04/20,5:00 PM,Jharkhand,-,-,13,3,82
27/04/20,5:00 PM,Karnataka,-,-,188,20,511
27/04/20,5:00 PM,Kerala,-,-,342,4,469
27/04/20,5:00 PM,Ladakh,-,-,14,0,20
27/04/20,5:00 PM,Madhya Pradesh,-,-,302,106,2168
27/04/20,5:00 PM,Maharashtra,-,-,1188,342,8068
27/04/20,5:00 PM,Manipur,-,-,2,0,2
27/04/20,5:00 PM,Meghalaya,-,-,0,1,12
27/04/20,5:00 PM,Mizoram,-,-,0,0,1
27/04/20,5:00 PM,Odisha,-,-,35,1,108
27/04/20,5:00 PM,Puducherry,-,-,3,0,8
27/04/20,5:00 PM,Punjab,-,-,71,18,313
27/04/20,5:00 PM,Rajasthan,-,-,518,41,2185
27/04/20,5:00 PM,Tamil Nadu,-,-,1020,24,1885
27/04/20,5:00 PM,Telengana,-,-,280,26,1002
27/04/20,5:00 PM,Tripura,-,-,2,0,2
27/04/20,5:00 PM,Uttarakhand,-,-,33,0,51
27/04/20,5:00 PM,Uttar Pradesh,-,-,335,31,1955
27/04/20,5:00 PM,West Bengal,-,-,105,20,649
28/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
28/04/20,5:00 PM,Andhra Pradesh,-,-,258,31,1259
28/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
28/04/20,5:00 PM,Assam,-,-,27,1,38
28/04/20,5:00 PM,Bihar,-,-,57,2,346
28/04/20,5:00 PM,Chandigarh,-,-,17,0,40
28/04/20,5:00 PM,Chhattisgarh,-,-,32,0,37
28/04/20,5:00 PM,Delhi,-,-,877,54,3108
28/04/20,5:00 PM,Goa,-,-,7,0,7
28/04/20,5:00 PM,Gujarat,-,-,394,162,3548
28/04/20,5:00 PM,Haryana,-,-,183,3,296
28/04/20,5:00 PM,Himachal Pradesh,-,-,22,1,40
28/04/20,5:00 PM,Jammu and Kashmir,-,-,164,7,546
28/04/20,5:00 PM,Jharkhand,-,-,17,3,103
28/04/20,5:00 PM,Karnataka,-,-,198,20,520
28/04/20,5:00 PM,Kerala,-,-,355,4,482
28/04/20,5:00 PM,Ladakh,-,-,16,0,22
28/04/20,5:00 PM,Madhya Pradesh,-,-,361,113,2368
28/04/20,5:00 PM,Maharashtra,-,-,1282,369,8590
28/04/20,5:00 PM,Manipur,-,-,2,0,2
28/04/20,5:00 PM,Meghalaya,-,-,0,1,12
28/04/20,5:00 PM,Mizoram,-,-,0,0,1
28/04/20,5:00 PM,Odisha,-,-,37,1,118
28/04/20,5:00 PM,Puducherry,-,-,3,0,8
28/04/20,5:00 PM,Punjab,-,-,71,18,313
28/04/20,5:00 PM,Rajasthan,-,-,669,46,2262
28/04/20,5:00 PM,Tamil Nadu,-,-,1101,24,1937
28/04/20,5:00 PM,Telengana,-,-,321,26,1004
28/04/20,5:00 PM,Tripura,-,-,2,0,2
28/04/20,5:00 PM,Uttarakhand,-,-,33,0,51
28/04/20,5:00 PM,Uttar Pradesh,-,-,400,31,2043
28/04/20,5:00 PM,West Bengal,-,-,109,20,697
29/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33
29/04/20,5:00 PM,Andhra Pradesh,-,-,287,31,1332
29/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
29/04/20,5:00 PM,Assam,-,-,27,1,38
29/04/20,5:00 PM,Bihar,-,-,64,2,383
29/04/20,5:00 PM,Chandigarh,-,-,17,0,56
29/04/20,5:00 PM,Chhattisgarh,-,-,34,0,38
29/04/20,5:00 PM,Delhi,-,-,1078,54,3314
29/04/20,5:00 PM,Goa,-,-,7,0,7
29/04/20,5:00 PM,Gujarat,-,-,434,181,3774
29/04/20,5:00 PM,Haryana,-,-,209,3,310
29/04/20,5:00 PM,Himachal Pradesh,-,-,25,1,40
29/04/20,5:00 PM,Jammu and Kashmir,-,-,176,8,565
29/04/20,5:00 PM,Jharkhand,-,-,19,3,105
29/04/20,5:00 PM,Karnataka,-,-,215,20,532
29/04/20,5:00 PM,Kerala,-,-,359,4,486
29/04/20,5:00 PM,Ladakh,-,-,16,0,22
29/04/20,5:00 PM,Madhya Pradesh,-,-,377,119,2561
29/04/20,5:00 PM,Maharashtra,-,-,1388,400,9318
29/04/20,5:00 PM,Manipur,-,-,2,0,2
29/04/20,5:00 PM,Meghalaya,-,-,0,1,12
29/04/20,5:00 PM,Mizoram,-,-,0,0,1
29/04/20,5:00 PM,Odisha,-,-,38,1,119
29/04/20,5:00 PM,Puducherry,-,-,3,0,8
29/04/20,5:00 PM,Punjab,-,-,71,19,322
29/04/20,5:00 PM,Rajasthan,-,-,768,51,2364
29/04/20,5:00 PM,Tamil Nadu,-,-,1168,25,2058
29/04/20,5:00 PM,Telengana,-,-,367,26,1012
29/04/20,5:00 PM,Tripura,-,-,2,0,2
29/04/20,5:00 PM,Uttarakhand,-,-,34,0,54
29/04/20,5:00 PM,Uttar Pradesh,-,-,477,36,2115
29/04/20,5:00 PM,West Bengal,-,-,119,22,725
30/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33
30/04/20,5:00 PM,Andhra Pradesh,-,-,321,31,1403
30/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
30/04/20,5:00 PM,Assam,-,-,29,1,42
30/04/20,5:00 PM,Bihar,-,-,65,2,403
30/04/20,5:00 PM,Chandigarh,-,-,17,0,56
30/04/20,5:00 PM,Chhattisgarh,-,-,36,0,38
30/04/20,5:00 PM,Delhi,-,-,1092,56,3439
30/04/20,5:00 PM,Goa,-,-,7,0,7
30/04/20,5:00 PM,Gujarat,-,-,527,197,4082
30/04/20,5:00 PM,Haryana,-,-,209,3,310
30/04/20,5:00 PM,Himachal Pradesh,-,-,25,1,40
30/04/20,5:00 PM,Jammu and Kashmir,-,-,192,8,581
30/04/20,5:00 PM,Jharkhand,-,-,19,3,107
30/04/20,5:00 PM,Karnataka,-,-,223,21,557
30/04/20,5:00 PM,Kerala,-,-,369,4,496
30/04/20,5:00 PM,Ladakh,-,-,16,0,22
30/04/20,5:00 PM,Madhya Pradesh,-,-,461,130,2660
30/04/20,5:00 PM,Maharashtra,-,-,1593,432,9915
30/04/20,5:00 PM,Manipur,-,-,2,0,2
30/04/20,5:00 PM,Meghalaya,-,-,0,1,12
30/04/20,5:00 PM,Mizoram,-,-,0,0,1
30/04/20,5:00 PM,Odisha,-,-,39,1,128
30/04/20,5:00 PM,Puducherry,-,-,5,0,8
30/04/20,5:00 PM,Punjab,-,-,90,19,357
30/04/20,5:00 PM,Rajasthan,-,-,768,51,2438
30/04/20,5:00 PM,Tamil Nadu,-,-,1210,27,2162
30/04/20,5:00 PM,Telengana,-,-,367,26,1012
30/04/20,5:00 PM,Tripura,-,-,2,0,2
30/04/20,5:00 PM,Uttarakhand,-,-,36,0,55
30/04/20,5:00 PM,Uttar Pradesh,-,-,513,39,2203
30/04/20,5:00 PM,West Bengal,-,-,124,22,758
